Id	Satisfaction (1-5)
371	3
372	5
373	2
374	4
375	2
376	1
377	3
378	4
379	2
380	5
381	1
382	4
383	5
384	2
385	4
386	1
387	3
388	3
389	1
390	4
391	2
392	3
393	4
394	1
395	3
396	5
397	3
398	1
399	5
400	4
401	1
402	4
403	1
404	4
405	3
406	3
407	3
408	2
409	2
410	2
411	1
412	1
413	5
414	5
415	3
416	4
417	2
418	3
419	1
420	1
421	1
422	4
423	1
424	1
425	5
426	5
427	2
428	2
429	2
430	5
431	2
432	4
433	1
434	3
435	1
436	1
437	5
438	4
439	3
440	2
441	2
442	4
443	4
444	2
445	3
446	5
447	4
448	2
449	3
450	5
451	3
452	3
453	3
454	3
455	4
456	3
457	2
458	3
459	3
460	2
461	5
462	3
463	2
464	4
465	4
466	1
467	2
468	4
469	2
470	2
471	5
472	5
473	4
474	2
475	1
476	2
477	2
478	2
479	2
480	3
481	4
482	1
483	5
484	1
485	4
486	1
487	1
488	3
489	5
490	5
491	4
492	3
493	3
494	3
495	5
496	3
497	2
498	2
499	4
500	1
501	1
502	2
503	5
504	2
505	3
506	1
507	3
508	2
509	4
510	3
511	1
512	3
513	1
514	4
515	5
516	5
517	1
518	3
519	4
520	2
521	3
522	5
523	3
524	1
525	3
526	3
527	1
528	4
529	2
530	4
531	3
532	3
533	5
534	3
535	1
536	4
537	5
538	5
539	4
540	1
541	4
542	2
543	2
544	4
545	5
546	4
547	5
548	4
549	1
550	5
551	4
552	2
553	1
554	3
555	3
556	1
557	3
558	4
559	2
560	5
561	2
562	5
563	5
564	5
565	5
566	1
567	1
568	3
569	4
570	5
571	5
572	1
573	5
574	3
575	2
576	4
577	4
578	3
579	5
580	5
581	1
582	3
583	5
584	2
585	3
586	5
587	1
588	5
589	4
590	3
591	5
592	3
593	4
594	1
595	3
596	4
597	4
598	1
599	2
600	2
601	2
602	5
603	1
604	3
605	1
606	4
607	2
608	1
609	2
610	3
611	3
612	4
613	4
614	4
615	5
616	1
617	2
618	5
619	4
620	2
621	5
622	3
623	5
624	5
625	5
626	4
627	1
628	5
629	3
630	1
631	4
632	4
633	2
634	2
635	4
636	4
637	4
638	4
639	4
640	3
641	5
642	4
643	3
644	5
645	4
646	5
647	2
648	1
649	2
650	2
651	2
652	3
653	1
654	1
655	2
656	4
657	2
658	2
659	3
660	1
661	4
662	1
663	4
664	5
665	2
666	4
667	1
668	3
669	3
670	1
671	4
672	5
673	3
674	4
675	3
676	2
677	1
678	4
679	5
680	1
681	3
682	4
683	3
684	2
685	4
686	2
687	4
688	3
689	4
690	3
691	3
692	3
693	3
694	4
695	5
696	5
697	1
698	4
699	5
700	5
701	2
702	3
703	5
704	4
705	3
706	1
707	2
708	3
709	2
710	5
711	2
712	1
713	2
714	4
715	2
716	4
717	1
718	2
719	4
720	4
721	4
722	4
723	4
724	2
725	2
726	5
727	4
728	3
729	5
730	4
731	5
732	3
733	5
734	1
735	5
736	4
737	2
738	3
739	1
740	4
741	1
742	5
743	4
744	2
745	1
746	3
747	3
748	3
749	5
750	2
751	1
752	2
753	1
754	4
755	4
756	4
757	2
758	2
759	2
760	3
761	3
762	4
763	4
764	3
765	4
766	2
767	1
768	4
769	3
770	2
771	1
772	5
773	3
774	3
775	4
776	1
777	2
778	2
779	5
780	4
781	4
782	4
783	1
784	3
785	4
786	3
787	2
788	5
789	4
790	5
791	5
792	3
793	1
794	4
795	1
796	3
797	4
798	3
799	3
800	3
801	5
802	1
803	3
804	2
805	4
806	2
807	1
808	1
809	3
810	5
811	2
812	1
813	2
814	5
815	5
816	4
817	4
818	1
819	5
820	4
821	2
822	1
823	3
824	3
825	4
826	4
827	4
828	3
829	2
830	2
831	2
832	4
833	3
834	3
835	5
836	2
837	5
838	2
839	5
840	3
841	5
842	5
843	5
844	4
845	5
846	1
847	4
848	1
849	1
850	5
851	5
852	3
853	2
854	1
855	1
856	4
857	5
858	3
859	3
860	3
861	5
862	5
863	3
864	1
865	3
866	5
867	1
868	1
869	2
870	4
871	5
872	5
873	1
874	2
875	1
876	5
877	1
878	4
879	2
880	2
881	1
882	1
883	5
884	3
885	5
886	5
887	1
888	3
889	1
890	3
891	2
892	4
893	3
894	1
895	3
896	2
897	3
898	4
899	3
900	2
901	3
902	3
903	3
904	3
905	5
906	2
907	3
908	2
909	4
910	4
911	4
912	2
913	1
914	5
915	4
916	3
917	5
918	3
919	4
920	1
921	5
922	4
923	4
924	1
925	4
926	1
927	3
928	2
929	4
930	4
931	2
932	3
933	2
934	1
935	3
936	5
937	2
938	5
939	2
940	3
941	1
942	4
943	4
944	3
945	2
946	2
947	3
948	4
949	2
950	3
951	3
952	1
953	2
954	5
955	4
956	4
957	5
958	5
959	3
960	1
961	4
962	2
963	1
964	4
965	2
966	2
967	1
968	5
969	3
970	1
971	1
972	1
973	3
974	5
975	2
976	5
977	5
978	5
979	3
980	2
981	5
982	3
983	3
984	3
985	3
986	3
987	5
988	4
989	1
990	5
991	3
992	1
993	4
994	1
995	1
996	2
997	3
998	1
999	4
1000	5
1001	4
1002	4
1003	4
1004	1
1005	1
1006	4
1007	2
1008	2
1009	3
1010	3
1011	2
1012	5
1013	2
1014	3
1015	5
1016	3
1017	1
1018	5
1019	2
1020	4
1021	4
1022	2
1023	2
1024	2
1025	1
1026	2
1027	5
1028	5
1029	2
1030	3
1031	2
1032	5
1033	3
1034	3
1035	5
1036	4
1037	2
1038	5
1039	3
1040	3
1041	3
1042	5
1043	3
1044	4
1045	3
1046	5
1047	3
1048	1
1049	3
1050	2
1051	3
1052	2
1053	3
1054	3
1055	2
1056	2
1057	5
1058	3
1059	3
1060	4
1061	2
1062	5
1063	2
1064	3
1065	2
1066	5
1067	3
1068	3
1069	3
1070	3
1071	5
1072	2
1073	5
1074	4
1075	3
1076	1
1077	1
1078	4
1079	5
1080	1
1081	1
1082	1
1083	4
1084	2
1085	1
1086	5
1087	5
1088	1
1089	2
1090	2
1091	4
1092	3
1093	1
1094	5
1095	2
1096	4
1097	3
1098	3
1099	4
1100	5
1101	2
1102	4
1103	2
1104	1
1105	3
1106	5
1107	4
1108	2
1109	4
1110	4
1111	3
1112	2
1113	4
1114	4
1115	1
1116	2
1117	2
1118	3
1119	4
1120	5
1121	3
1122	1
1123	4
1124	1
1125	5
1126	5
1127	2
1128	2
1129	2
1130	2
1131	5
1132	4
1133	1
1134	1
1135	5
1136	4
1137	1
1138	5
1139	3
1140	4
1141	5
1142	4
1143	2
1144	3
1145	2
1146	5
1147	4
1148	1
1149	5
1150	5
1151	3
1152	2
1153	3
1154	1
1155	3
1156	5
1157	4
1158	3
1159	3
1160	4
1161	4
1162	4
1163	2
1164	3
1165	1
1166	2
1167	2
1168	2
1169	2
1170	1
1171	1
1172	2
1173	2
1174	4
1175	5
1176	3
1177	3
1178	5
1179	3
1180	4
1181	2
1182	2
1183	1
1184	1
1185	5
1186	5
1187	1
1188	4
1189	2
1190	3
1191	1
1192	3
1193	3
1194	4
1195	5
1196	3
1197	3
1198	1
1199	2
1200	1
1201	5
1202	4
1203	1
1204	4
1205	5
1206	4
1207	4
1208	3
1209	3
1210	2
1211	4
1212	2
1213	1
1214	2
1215	3
1216	4
1217	5
1218	1
1219	1
1220	1
1221	2
1222	5
1223	3
1224	3
1225	3
1226	2
1227	4
1228	4
1229	5
1230	1
1231	1
1232	2
1233	2
1234	4
1235	3
1236	1
1237	4
1238	5
1239	1
1240	1
1241	2
1242	4
1243	5
1244	1
1245	2
1246	1
1247	4
1248	2
1249	1
1250	3
1251	5
1252	5
1253	2
1254	4
1255	5
1256	2
1257	2
1258	2
1259	5
1260	4
1261	5
1262	4
1263	4
1264	5
1265	3
1266	4
1267	2
1268	3
1269	2
1270	4
1271	1
1272	2
1273	1
1274	5
1275	4
1276	2
1277	5
1278	2
1279	2
1280	1
1281	4
1282	1
1283	4
1284	2
1285	3
1286	4
1287	2
1288	2
1289	5
1290	2
1291	2
1292	1
1293	3
1294	4
1295	5
1296	4
1297	4
1298	4
1299	3
1300	5
1301	4
1302	3
1303	4
1304	4
1305	4
1306	4
1307	4
1308	3
1309	3
1310	5
1311	2
1312	1
1313	3
1314	1
1315	4
1316	5
1317	3
1318	5
1319	3
1320	1
1321	3
1322	3
1323	1
1324	3
1325	5
1326	3
1327	1
1328	4
1329	5
1330	2
1331	1
1332	1
1333	5
1334	5
1335	4
1336	5
1337	1
1338	1
1339	2
1340	2
1341	1
1342	1
1343	1
1344	4
1345	4
1346	5
1347	2
1348	4
1349	3
1350	3
1351	1
1352	3
1353	2
1354	5
1355	3
1356	2
1357	2
1358	4
1359	4
1360	3
1361	5
1362	4
1363	4
1364	4
1365	5
1366	4
1367	3
1368	3
1369	2
1370	5
1371	4
1372	5
1373	5
1374	3
1375	4
1376	5
1377	5
1378	2
1379	3
1380	3
1381	1
1382	5
1383	4
1384	1
1385	5
1386	4
1387	1
1388	5
1389	5
1390	5
1391	2
1392	3
1393	1
1394	4
1395	1
1396	1
1397	1
1398	3
1399	5
1400	4
1401	5
1402	3
1403	1
1404	1
1405	2
1406	1
1407	4
1408	5
1409	2
1410	3
1411	5
1412	3
1413	2
1414	3
1415	1
1416	2
1417	5
1418	5
1419	2
1420	5
1421	1
1422	1
1423	2
1424	2
1425	3
1426	5
1427	3
1428	4
1429	3
1430	5
1431	4
1432	1
1433	4
1434	3
1435	3
1436	4
1437	3
1438	1
1439	2
1440	4
1441	2
1442	2
1443	4
1444	1
1445	2
1446	5
1447	2
1448	1
1449	1
1450	2
1451	5
1452	2
1453	2
1454	5
1455	3
1456	3
1457	5
1458	5
1459	2
1460	3
1461	2
1462	1
1463	3
1464	4
1465	1
1466	4
1467	5
1468	4
1469	1
1470	3
1471	2
1472	2
1473	3
1474	5
1475	3
1476	1
1477	5
1478	2
1479	1
1480	1
1481	2
1482	1
1483	2
1484	3
1485	2
1486	3
1487	1
1488	1
1489	1
1490	2
1491	5
1492	5
1493	2
1494	2
1495	3
1496	2
1497	3
1498	4
1499	3
1500	2
1501	4
1502	3
1503	4
1504	5
1505	2
1506	2
1507	3
1508	4
1509	2
1510	2
1511	2
1512	4
1513	1
1514	1
1515	2
1516	2
1517	3
1518	2
1519	5
1520	4
1521	5
1522	1
1523	4
1524	2
1525	1
1526	3
1527	4
1528	3
1529	1
1530	5
1531	4
1532	2
1533	5
1534	1
1535	1
1536	2
1537	1
1538	5
1539	1
1540	2
1541	1
1542	4
1543	4
1544	5
1545	3
1546	4
1547	2
1548	3
1549	4
1550	5
1551	2
1552	1
1553	4
1554	2
1555	5
1556	4
1557	3
1558	3
1559	2
1560	2
1561	3
1562	1
1563	5
1564	1
1565	5
1566	5
1567	5
1568	3
1569	1
1570	4
1571	3
1572	4
1573	4
1574	5
1575	3
1576	5
1577	5
1578	5
1579	4
1580	1
1581	1
1582	1
1583	3
1584	2
1585	2
1586	5
1587	4
1588	5
1589	4
1590	5
1591	5
1592	5
1593	2
1594	5
1595	3
1596	5
1597	5
1598	5
1599	1
1600	4
1601	1
1602	5
1603	3
1604	5
1605	3
1606	5
1607	3
1608	1
1609	3
1610	5
1611	4
1612	4
1613	3
1614	2
1615	1
1616	2
1617	4
1618	2
1619	5
1620	4
1621	5
1622	1
1623	3
1624	5
1625	2
1626	1
1627	2
1628	4
1629	3
1630	5
1631	2
1632	4
1633	2
1634	1
1635	3
1636	1
1637	5
1638	2
1639	4
1640	1
1641	5
1642	4
1643	3
1644	3
1645	3
1646	4
1647	4
1648	2
1649	3
1650	3
1651	5
1652	5
1653	4
1654	3
1655	2
1656	1
1657	2
1658	1
1659	5
1660	1
1661	1
1662	1
1663	1
1664	3
1665	2
1666	3
1667	4
1668	4
1669	1
1670	1
1671	5
1672	1
1673	4
1674	1
1675	1
1676	1
1677	3
1678	1
1679	5
1680	4
1681	3
1682	3
1683	5
1684	5
1685	5
1686	2
1687	3
1688	3
1689	5
1690	3
1691	5
1692	3
1693	2
1694	5
1695	4
1696	3
1697	2
1698	3
1699	3
1700	3
1701	3
1702	5
1703	1
1704	1
1705	5
1706	1
1707	2
1708	2
1709	2
1710	1
1711	4
1712	4
1713	5
1714	5
1715	4
1716	5
1717	5
1718	1
1719	5
1720	1
1721	5
1722	1
1723	3
1724	2
1725	5
1726	2
1727	5
1728	4
1729	4
1730	4
1731	4
1732	3
1733	2
1734	3
1735	5
1736	2
1737	3
1738	5
1739	5
1740	4
1741	5
1742	5
1743	1
1744	2
1745	4
1746	3
1747	2
1748	3
1749	3
1750	5
1751	5
1752	2
1753	3
1754	1
1755	2
1756	2
1757	4
1758	2
1759	4
1760	2
1761	2
1762	4
1763	5
1764	2
1765	1
1766	5
1767	1
1768	4
1769	1
1770	1
1771	3
1772	1
1773	5
1774	1
1775	4
1776	1
1777	2
1778	1
1779	4
1780	1
1781	2
1782	5
1783	4
1784	3
1785	1
1786	4
1787	2
1788	3
1789	2
1790	1
1791	3
1792	1
1793	3
1794	2
1795	4
1796	2
1797	3
1798	3
1799	5
1800	3
1801	5
1802	3
1803	2
1804	5
1805	1
1806	2
1807	4
1808	2
1809	3
1810	3
1811	5
1812	2
1813	4
1814	3
1815	1
1816	1
1817	2
1818	5
1819	2
1820	5
1821	5
1822	5
1823	1
1824	2
1825	3
1826	4
1827	3
1828	3
1829	3
1830	3
1831	1
1832	3
1833	2
1834	5
1835	3
1836	1
1837	1
1838	3
1839	5
1840	3
1841	4
1842	5
1843	3
1844	2
1845	2
1846	2
1847	4
1848	2
1849	3
1850	3
1851	4
1852	3
1853	4
1854	4
1855	1
1856	1
1857	3
1858	2
1859	2
1860	5
1861	1
1862	5
1863	1
1864	4
1865	1
1866	5
1867	5
1868	5
1869	4
1870	2
1871	4
1872	3
1873	4
1874	4
1875	3
1876	2
1877	3
1878	5
1879	3
1880	5
1881	5
1882	2
1883	5
1884	5
1885	1
1886	3
1887	2
1888	1
1889	2
1890	2
1891	3
1892	5
1893	3
1894	4
1895	1
1896	3
1897	4
1898	1
1899	4
1900	4
1901	4
1902	5
1903	5
1904	4
1905	1
1906	4
1907	2
1908	3
1909	5
1910	5
1911	4
1912	5
1913	2
1914	5
1915	3
1916	2
1917	5
1918	4
1919	5
1920	1
1921	2
1922	3
1923	2
1924	1
1925	5
1926	1
1927	5
1928	2
1929	1
1930	1
1931	1
1932	4
1933	1
1934	2
1935	3
1936	3
1937	5
1938	1
1939	4
1940	2
1941	1
1942	5
1943	1
1944	3
1945	2
1946	4
1947	5
1948	3
1949	2
1950	2
1951	5
1952	4
1953	3
1954	1
1955	4
1956	2
1957	2
1958	4
1959	5
1960	5
1961	2
1962	3
1963	2
1964	2
1965	3
1966	5
1967	3
1968	2
1969	3
1970	3
1971	3
1972	1
1973	4
1974	5
1975	4
1976	3
1977	5
1978	5
1979	2
1980	5
1981	5
1982	3
1983	1
1984	3
1985	3
1986	3
1987	1
1988	3
1989	5
1990	3
1991	4
1992	3
1993	1
1994	5
1995	4
1996	3
1997	5
1998	4
1999	2
2000	4
2001	4
2002	1
2003	1
2004	1
2005	3
2006	4
2007	5
2008	5
2009	5
2010	5
2011	5
2012	5
2013	5
2014	4
2015	4
2016	2
2017	4
2018	1
2019	4
2020	2
2021	3
2022	2
2023	5
2024	3
2025	2
2026	1
2027	3
2028	2
2029	3
2030	2
2031	2
2032	1
2033	2
2034	2
2035	3
2036	3
2037	4
2038	2
2039	2
2040	3
2041	5
2042	2
2043	4
2044	4
2045	5
2046	1
2047	5
2048	3
2049	1
2050	5
2051	2
2052	2
2053	5
2054	2
2055	1
2056	4
2057	1
2058	2
2059	4
2060	3
2061	3
2062	2
2063	1
2064	2
2065	2
2066	5
2067	1
2068	1
2069	5
2070	2
2071	1
2072	2
2073	3
2074	4
2075	1
2076	1
2077	5
2078	2
2079	5
2080	3
2081	3
2082	1
2083	4
2084	5
2085	5
2086	2
2087	2
2088	3
2089	4
2090	3
2091	1
2092	1
2093	4
2094	5
2095	4
2096	2
2097	1
2098	1
2099	2
2100	5
2101	5
2102	4
2103	2
2104	5
2105	4
2106	2
2107	4
2108	2
2109	4
2110	1
2111	5
2112	5
2113	4
2114	1
2115	3
2116	2
2117	4
2118	5
2119	4
2120	5
2121	3
2122	4
2123	5
2124	2
2125	4
2126	3
2127	3
2128	5
2129	4
2130	3
2131	5
2132	1
2133	1
2134	3
2135	2
2136	1
2137	1
2138	3
2139	5
2140	5
2141	1
2142	3
2143	5
2144	1
2145	2
2146	3
2147	3
2148	5
2149	3
2150	4
2151	3
2152	2
2153	3
2154	5
2155	5
2156	4
2157	3
2158	3
2159	2
2160	4
2161	2
2162	5
2163	4
2164	3
2165	2
2166	1
2167	2
2168	5
2169	1
2170	5
2171	1
2172	1
2173	3
2174	3
2175	2
2176	5
2177	5
2178	3
2179	4
2180	5
2181	5
2182	2
2183	2
2184	1
2185	3
2186	4
2187	2
2188	1
2189	4
2190	1
2191	2
2192	4
2193	4
2194	4
2195	3
2196	1
2197	5
2198	5
2199	5
2200	3
2201	4
2202	5
2203	4
2204	4
2205	4
2206	1
2207	3
2208	5
2209	1
2210	3
2211	1
2212	2
2213	4
2214	3
2215	5
2216	3
2217	1
2218	2
2219	5
2220	2
2221	1
2222	4
2223	3
2224	2
2225	1
2226	4
2227	2
2228	4
2229	3
2230	3
2231	1
2232	2
2233	1
2234	2
2235	1
2236	5
2237	2
2238	2
2239	1
2240	1
2241	1
2242	2
2243	5
2244	2
2245	3
2246	5
2247	4
2248	3
2249	5
2250	3
2251	4
2252	3
2253	1
2254	1
2255	1
2256	3
2257	4
2258	4
2259	5
2260	1
2261	2
2262	3
2263	1
2264	2
2265	4
2266	3
2267	4
2268	5
2269	1
2270	5
2271	5
2272	1
2273	2
2274	3
2275	3
2276	5
2277	4
2278	5
2279	2
2280	5
2281	1
2282	3
2283	3
2284	5
2285	4
2286	1
2287	1
2288	2
2289	5
2290	1
2291	1
2292	3
2293	4
2294	3
2295	3
2296	3
2297	4
2298	2
2299	4
2300	4
2301	4
2302	4
2303	4
2304	2
2305	2
2306	4
2307	2
2308	3
2309	2
2310	3
2311	2
2312	5
2313	4
2314	2
2315	2
2316	5
2317	5
2318	4
2319	4
2320	5
2321	4
2322	3
2323	1
2324	3
2325	1
2326	3
2327	1
2328	3
2329	5
2330	5
2331	1
2332	3
2333	4
2334	1
2335	1
2336	3
2337	2
2338	2
2339	2
2340	5
2341	5
2342	2
2343	1
2344	4
2345	1
2346	3
2347	4
2348	3
2349	3
2350	4
2351	3
2352	1
2353	5
2354	5
2355	3
2356	4
2357	1
2358	3
2359	1
2360	2
2361	1
2362	5
2363	2
2364	4
2365	5
2366	2
2367	4
2368	2
2369	2
2370	5
2371	5
2372	3
2373	1
2374	1
2375	3
2376	3
2377	5
2378	4
2379	5
2380	3
2381	2
2382	4
2383	4
2384	4
2385	3
2386	1
2387	1
2388	5
2389	3
2390	2
2391	3
2392	2
2393	3
2394	4
2395	3
2396	5
2397	4
2398	4
2399	5
2400	2
2401	1
2402	4
2403	4
2404	3
2405	2
2406	3
2407	4
2408	2
2409	5
2410	2
2411	1
2412	1
2413	1
2414	3
2415	2
2416	5
2417	4
2418	1
2419	4
2420	1
2421	2
2422	4
2423	3
2424	3
2425	5
2426	5
2427	3
2428	5
2429	2
2430	2
2431	1
2432	1
2433	5
2434	2
2435	2
2436	3
2437	5
2438	5
2439	5
2440	4
2441	3
2442	4
2443	1
2444	1
2445	2
2446	3
2447	4
2448	3
2449	3
2450	2
2451	5
2452	1
2453	1
2454	3
2455	3
2456	5
2457	3
2458	2
2459	3
2460	5
2461	5
2462	3
2463	1
2464	2
2465	1
2466	2
2467	5
2468	3
2469	1
2470	3
2471	1
2472	2
2473	3
2474	3
2475	5
2476	4
2477	3
2478	1
2479	3
2480	4
2481	3
2482	4
2483	4
2484	2
2485	5
2486	1
2487	5
2488	3
2489	3
2490	4
2491	1
2492	1
2493	4
2494	4
2495	4
2496	1
2497	3
2498	1
2499	4
2500	5
2501	4
2502	2
2503	1
2504	5
2505	3
2506	1
2507	3
2508	1
2509	4
2510	3
2511	1
2512	5
2513	4
2514	3
2515	2
2516	5
2517	4
2518	2
2519	4
2520	2
2521	1
2522	4
2523	3
2524	3
2525	4
2526	3
2527	3
2528	1
2529	4
2530	3
2531	5
2532	5
2533	5
2534	2
2535	4
2536	4
2537	2
2538	1
2539	4
2540	3
2541	2
2542	2
2543	4
2544	1
2545	3
2546	4
2547	5
2548	5
2549	4
2550	1
2551	1
2552	2
2553	1
2554	3
2555	2
2556	1
2557	4
2558	3
2559	1
2560	2
2561	5
2562	5
2563	5
2564	2
2565	1
2566	3
2567	3
2568	4
2569	3
2570	3
2571	4
2572	5
2573	2
2574	2
2575	4
2576	3
2577	1
2578	1
2579	2
2580	1
2581	5
2582	5
2583	2
2584	1
2585	1
2586	5
2587	1
2588	2
2589	3
2590	1
2591	1
2592	5
2593	1
2594	5
2595	2
2596	5
2597	1
2598	3
2599	4
2600	3
2601	4
2602	2
2603	4
2604	5
2605	3
2606	3
2607	2
2608	1
2609	4
2610	1
2611	3
2612	4
2613	2
2614	4
2615	1
2616	5
2617	1
2618	4
2619	1
2620	4
2621	5
2622	3
2623	1
2624	4
2625	3
2626	3
2627	2
2628	5
2629	2
2630	5
2631	1
2632	4
2633	4
2634	4
2635	2
2636	4
2637	1
2638	2
2639	3
2640	1
2641	1
2642	1
2643	4
2644	5
2645	3
2646	3
2647	2
2648	3
2649	3
2650	5
2651	5
2652	2
2653	4
2654	1
2655	4
2656	5
2657	3
2658	3
2659	4
2660	1
2661	4
2662	1
2663	1
2664	4
2665	1
2666	3
2667	2
2668	2
2669	1
2670	1
2671	5
2672	1
2673	1
2674	1
2675	5
2676	4
2677	3
2678	3
2679	5
2680	2
2681	4
2682	3
2683	2
2684	2
2685	3
2686	3
2687	3
2688	2
2689	2
2690	1
2691	1
2692	2
2693	4
2694	5
2695	4
2696	3
2697	5
2698	3
2699	5
2700	2
2701	2
2702	1
2703	1
2704	2
2705	1
2706	2
2707	4
2708	1
2709	4
2710	2
2711	1
2712	5
2713	5
2714	2
2715	4
2716	5
2717	3
2718	3
2719	1
2720	1
2721	2
2722	4
2723	2
2724	3
2725	5
2726	5
2727	4
2728	5
2729	4
2730	5
2731	5
2732	3
2733	1
2734	5
2735	3
2736	2
2737	4
2738	5
2739	2
2740	3
2741	3
2742	1
2743	3
2744	2
2745	4
2746	3
2747	1
2748	5
2749	4
2750	1
2751	1
2752	5
2753	4
2754	4
2755	1
2756	4
2757	5
2758	2
2759	1
2760	1
2761	1
2762	4
2763	4
2764	3
2765	4
2766	1
2767	2
2768	4
2769	3
2770	5
2771	1
2772	2
2773	1
2774	5
2775	2
2776	3
2777	3
2778	5
2779	3
2780	2
2781	4
2782	3
2783	2
2784	3
2785	2
2786	1
2787	4
2788	4
2789	4
2790	5
2791	3
2792	3
2793	4
2794	4
2795	4
2796	2
2797	4
2798	4
2799	1
2800	5
2801	1
2802	1
2803	1
2804	2
2805	2
2806	2
2807	5
2808	2
2809	3
2810	4
2811	3
2812	3
2813	3
2814	2
2815	3
2816	1
2817	4
2818	5
2819	1
2820	3
2821	1
2822	1
2823	3
2824	1
2825	2
2826	4
2827	3
2828	2
2829	4
2830	1
2831	2
2832	2
2833	2
2834	1
2835	1
2836	1
2837	2
2838	5
2839	2
2840	1
2841	5
2842	4
2843	4
2844	1
2845	1
2846	1
2847	4
2848	2
2849	3
2850	2
2851	4
2852	5
2853	4
2854	2
2855	5
2856	4
2857	5
2858	1
2859	3
2860	2
2861	1
2862	1
2863	4
2864	4
2865	1
2866	4
2867	4
2868	2
2869	4
2870	4
2871	3
2872	1
2873	1
2874	4
2875	5
2876	3
2877	3
2878	2
2879	2
2880	1
2881	1
2882	5
2883	5
2884	1
2885	3
2886	1
2887	1
2888	5
2889	3
2890	2
2891	1
2892	3
2893	4
2894	1
2895	4
2896	5
2897	5
2898	1
2899	4
2900	2
2901	5
2902	3
2903	5
2904	5
2905	4
2906	5
2907	4
2908	1
2909	3
2910	4
2911	1
2912	3
2913	3
2914	1
2915	3
2916	2
2917	3
2918	2
2919	5
2920	4
2921	2
2922	2
2923	2
2924	2
2925	2
2926	1
2927	1
2928	3
2929	3
2930	2
2931	4
2932	5
2933	1
2934	3
2935	5
2936	1
2937	1
2938	5
2939	1
2940	4
2941	4
2942	2
2943	1
2944	5
2945	4
2946	5
2947	1
2948	5
2949	1
2950	2
2951	4
2952	2
2953	3
2954	3
2955	3
2956	1
2957	5
2958	1
2959	5
2960	5
2961	2
2962	5
2963	3
2964	5
2965	4
2966	4
2967	1
2968	2
2969	2
2970	2
2971	3
2972	2
2973	1
2974	1
2975	2
2976	3
2977	2
2978	2
2979	3
2980	3
2981	3
2982	2
2983	4
2984	1
2985	5
2986	3
2987	1
2988	2
2989	2
2990	4
2991	3
2992	5
2993	1
